hashtag_names,like_count,music_id,region_code,video_description,view_count,comment_count,create_time,id,share_count,username,playlist_id,voice_to_text,effect_ids,subset,datetime,day_name,month_name,id-account,location,follows
"['nachrichten', 'heizen', 'bundesregierung']",55.0,"7,25678756115373E+018",DE,"Warum geht es die Regierung etwas an, wie wir heizen? ZEIT-Autor Mark Schieritz erklärt die Debatte um das Heizungsgesetz. #nachrichten #bundesregierung #heizen",645,12,2023-07-17 14:02:07,"7,25678756807369E+018",5,zeit,,ihr habt es ja vielleicht mitbekommen das große Thema ist gerade das heizungsgesetz und da fragt man sich natürlich warum geht es die Regierung was an wie wir heizen beim heizen wird Kohlendioxid frei Kohlendioxid is schlecht für das Klima und wenn wir die Klimaziele einhalten wollen dann muss sich daran etwas ändern das ist sogar schon der großen Koalition aufgefallen deshalb hat sie das Gebäude Energiegesetz verabschiedet damals hat man den Einbau von Wärmepumpen gefördert und gleichzeitig das verbrennen von Gas oder Öl oder Kohle teurer gemacht das Problem war aber das reichte nicht der Anteil erneuerbare Energien beim heizten lag 2.021 bei nur 15 Prozent deshalb hat Robert Habeck gesagt wir brauchen verboten sein Entwurf sah vor dass AB 2.024 jede neu eingebaute Heizung zu mindestens 65 Prozent mit erneuerbaren Energien betrieben werden muss das hätte faktisch bedeutet ihr dürft keine neuen ölheizungen oder gasheizungen mehr einbauen das fand die FDP aber nicht gut ihr Argument Wärmepumpen sind im Moment noch teurer als ölheizungen Ergebnis die FDP hat das Gesetz von Robert Habeck einfach umgeschrieben das einbauverbot für gasheizungen gilt jetzt für Neubauten in Neubaugebieten für alle anderen Gebäude gilt 1tens bis 2.028 ist eigentlich alles erlaubt zweitens danach muss schrittweise auf erneuerbare energien umgestellt werden und drittens erster zweitausendfünfundvierzig ist das heizten mit öl und gas komplett verboten die hoffnung der regierung die leute bauen sich von selber eine wärmepumpe ein weil sie auf der sicheren seite sein wollen ob mit diesem gesetz die klimaziele erfüllt werden ist also eine große wette,,ht_nachrichten,2023-07-17 14:02:07,0,7,22,Köln,"61,48,42"
"['gaza', 'mcdonalds', 'israel', 'palästina', 'nachrichten', 'hamas', 'derstandard', 'lernenmittiktok']",81064.0,"7,05505180286586E+018",AT,"Die Franchise-Unternehmen des Burger-Riesen in Saudi-Arabien, Oman, Kuwait, den Vereinigten Arabischen Emiraten, Jordanien und der Türkei gaben Erklärungen ab, in denen sie sich von der israelischen Franchise distanzierten und in den meisten Fällen Hilfe für Gaza zusagten. „In Bezug auf die Nachricht, dass McDonald's in Israel Mahlzeiten gespendet hat. Wir bestätigen, dass es eine individuelle Entscheidung ihrerseits war“, sagte die McDonald's-Franchise in Saudi-Arabien in einer Erklärung. McDonald's lehnte eine Stellungnahme ab. #derstandard #lernenmittiktok #nachrichten #israel #palästina #hamas #gaza #mcdonalds ",51453,6731,2023-10-31 11:40:37,"7,2960861243327E+018",763,derstandard,,"Pro palästinaaktivisten haben Mäuse in den Farben der palästinensischen Flagge besprayt und die Tiere in einem McDonald's im Birmingham freigelassen. Dabei ruft einer von ihnen fuck Israel, und free fucking Palace Time McDonald's. Israel spendete nach dem Angriff der Hammers Mahlzeiten an israelische Krankenhäuser und militäreinheiten. Das löste bei unterstützerinnen der palästinensischen Bevölkerung Empörung Aus. In den sozialen Medien wird immer wieder zu einem Boykott der Fastfood Kette aufgerufen, die Filialen birminghams nach dem entfernen der Mäuse und einer vollständigen Reinigung des Restaurants wieder geöffnet. Die Täter wurden noch nicht von der Polizei identifiziert.",,ht_nachrichten,2023-10-31 11:40:37,1,10,23,Innsbruck,"69,60,35,70"
"['news', 'suva', 'schweiz', 'unfall', 'rekord', 'nachrichten', 'watsonnews']",287.0,"7,30247218289442E+018",CH,"Im Jahr 2022 wurden in der Schweiz 911'000 Berufs- und Freizeitunfälle sowie Berufskrankheiten gemeldet. 🇨🇭👆🤕 Das schreibt der Schweizer Unfallversicherer Suva. Das entspreche einer Zunahme von 9.5 % gegenüber dem Vorjahr. Besonders in der Freizeit habe es mehr Unfälle gegeben. Die Freizeitsunfälle stiegen um 12 % auf rund 601'000.  Das sonnige und trockene Wetter sowie der Wegfall der Corona-Massnahmen hat hier laut Suva eine Rolle gespielt. Auch die Berufsunfälle und Berufskrankheiten erreichten mit rund 293'000 einen Höchststand. Der Anstieg innert Jahresfrist belief sich auf 5,9 %. Dies liege daran, dass mehr Personen eine Stelle hätten. #unfall #suva #schweiz #rekord #news #watsonnews #nachrichten ",144,14,2023-11-17 16:41:39,"7,30247216054148E+018",0,watson_news,,,,ht_nachrichten,2023-11-17 16:41:39,4,11,24,Zürich,4
"['sport', 'snowboarding', 'lustig', 'news', 'watson', 'shaunwhite', 'lewishamilton']",64.0,"7,22221632714569E+018",CH,Lewis Hamilton geht mit Shaun White snowboarden und (unfreiwillig) baden. 👆🏂 #watson #news #shaunwhite #lewishamilton #sport #snowboarding #lustig ,1714,0,2023-04-15 10:08:08,"7,22221631550169E+018",0,watson_news,,,,ht_news,2023-04-15 10:08:08,5,4,25,Zürich,43
"['wissen', 'geschichte', 'nachrichten', 'österreich', 'tiktokaustria', 'historytok', 'derstandard', 'lernenmittiktok']",7104.0,"6,99784050561463E+018",AT,"Vor 78 Jahren, am 27. Januar 1945, wurde das Konzentrations- und Vernichtungslager Auschwitz-Birkenau von der Roten Armee befreit. Die UNO erklärte den Tag 2005 zum Internationalen Tag des Gedenkens an die Opfer des Holocaust. #derstandard #nachrichten #lernenmittiktok #wissen #geschichte #historytok #österreich #tiktokaustria ",75804,151,2023-01-27 09:59:51,"7,19326955420472E+018",299,derstandard,,ich kam mit sechs in das konzentrationslager der riesenstadt und mit neun wurde ich befreit fünf fragen an eine holocaust überlebende was ist eine erinnerung aus ihrer lagerzeit ich war zu viel tote die menschen wurden dann wenn sie tot waren verbrannt und wir mussten dann die urnen in den fluss werfen an den tagesverlauf nein kann ich mich nicht erinnern ich weiß nur dass ich sehr hungrig war hunger ist das furchtbarste was es gibt wie haben sie die befreiung erlebt die russen haben uns kindern ein pferd geschenkt wir haben uns wahnsinnig vor dem pferd gefürchtet ich kannte zum beispiel keine hunde ich kannte keine pferde ich habe mich dann jahre in haustore geflüchtet wenn ein hund auf der straße war wieso soll man noch immer über den holocaust sprechen man muss darüber als abschreckung sprechen was da passieren konnte ich weiß wie sich ein nachbar verhalten kann ob er sofort deine sachen packt oder dir ins ohr flüstert schickt mir eine karte ich will schauen dass ich pakete schick ich bemühe mich denn kindern und den jugendlichen zu erklären wenn sie aus dem ausland kommen und sich hier nicht richtig behandelt fühlen dass das leben nicht immer abhängig is von den anderen ob sie eine mögen oder nicht wie gut hat österreich die ns zeit aufgearbeitet ich glaube dass der antisemitismus nicht aufzuarbeiten ist antisemitismus is jetz auch anders er beruht jetz nicht mehr auf neid da muss ich gleich dazu sagen ich bin in einen gemeindebau ich am gürtel auf die welt gekommen und absolut nicht reich gewesen aber ich glaube schon dass sich ein großteil der bevölkerung bemüht vorurteile abzubauen aber es steckt schon sehr tief drinnen wie steht es heute um fremdenhass und diskriminierung von minderheiten habe ein erlebnis gehabt dass ich zum spar gegangen bin und eine musik kam von irgendwo und ein kleines mädel mit langen schwarzen haaren hat angefangen zu tanzen und ich habe sofort mich gesehen tanzend und beim aufzug standen echtes wiener ehepaar und er sagt ab mit dir haben misthaufen und verbrennen zu dem kind und ich muss zugeben ich war hilflos ich wusste nicht was man in so einer situation tut ich hab gesagt ich will mit ihnen fahr ich nicht im aufzug das war eigentlich meine einzige reaktion aber leider bin ich da drauf gekommen ich hab sicher viel gelernt im lauf der jahre aber nicht alle leute vielleicht klingt das pessimistisch aber das ist zwei jahre her,,ht_nachrichten,2023-01-27 09:59:51,4,1,26,Salzburg,"9,69,36,43"
"['drums', 'music', 'viral', 'news', 'fyp', 'kinder', 'fürdich', 'ktn', 'jugend', 'stmk', 'österreich']",220.0,"7,2147925479803E+018",AT,We could never..😅🥁 #news#music#drums#kinder#jugend#österreich#stmk #ktn#fürdich#fyp#viral,3880,1,2023-03-26 10:00:00,"7,21409130033998E+018",3,kleinezeitung,,der achtjährige Sebastian gewinnt den landesbewerb bremeller musiker und zwar in der kategorie schlagwerk solo das obwohl er anfänglich eigentlich ziehharmonika spielen wollte mit 6 jahren hat er dann angefangen auf bongos und trommeln zu spielen 2 jahre später dann der 1. preis mit auszeichnung seit 1/2 jahren spielt Sebastian auch bei Amazon prime mit und seit einem halben jahr bei der jugendkapelle in sankt Michael und das mit 8,,ht_news,2023-03-26 10:00:00,6,3,27,Graz,12
"['newyork', '20min', 'news', 'kran']",781.0,"7,26040520220862E+018",CH,Brennender Kran stürzt von Hochhaus #20min #newyork #kran #news,109,10,2023-07-27 08:00:32,"7,26040520340333E+018",0,20minuten,,,,ht_news,2023-07-27 08:00:32,3,7,28,Bern,"87,13,61,3,17"
"['usa', 'donaldtrump', 'news', 'watson', 'watsonnews']",278.0,"7,21672365351643E+018",CH,"Alles, was du zur Anklage von Donald Trump wissen musst. #watson #watsonnews #donaldtrump #usa #news",3638,4,2023-03-31 14:53:22,"7,2167235720882E+018",0,watson_news,,,,ht_news,2023-03-31 14:53:22,4,3,29,Zürich,"64,33,6,13"
"['gaza', 'news', 'israel', 'palästina', 'hamas', 'srfnews']",263.0,"7,28909997904038E+018",CH,"Menschen unter Beschuss, knappe Lebensmittelversorgung und weder Wasser noch Strom – die Situation im Gazastreifen verschärft sich weiter. Damit die Transportwege wieder geöffnet werden, fordert Israel die Freilassung der Geiseln. Für Gewalt gegen unschuldige Zivilisten gebe es keine Rechtfertigung, so Uno-Experten. Nach internationalem Recht entspräche das einem Kriegsverbrechen.  #gaza #israel #news #srfnews  #gaza #israel #hamas #palästina #news #srfnews ",34,23,2023-10-12 15:50:30,"7,28909991492205E+018",0,srfnews,7.289291225935433e+18,,,ht_news,2023-10-12 15:50:30,3,10,30,Zürich,"79,87,58,18"
"['alkohol', 'nachrichten', 'tagesschau']",44497.0,"7,2805625694585E+018",DE,"Der Umgang mit Alkohol sei in Deutschland insgesamt zu lax, so Blienert. #alkohol #tagesschau #nachrichten",598,2782,2023-09-19 15:41:04,"7,2805622556856E+018",6,tagesschau,,"Kein Bier mehr mit 16, das fordert zumindest er hier. Burkard blinaard suchtbeauftragter der Bundesregierung. Er möchte strengere Regeln im Umgang mit Alkohol, um Jugendliche besser zu schützen. Kritisch sieht er auch die Werbung für Alkohol die Villa einschränken. Und zwar zuerst dort, wo sie vor allem Kinder und Jugendliche sehen. In sozialen Medien, im Internet und in den hauptsendezeiten von Fernsehen und Radio bis 23 Uhr findest du den Umgang mit Alkohol in Deutschland zu locker schreibs gern mal in die Kommentare.",,ht_nachrichten,2023-09-19 15:41:04,1,9,31,Stuttgart,"89,53"
"['news', 'fy', 'geld', 'finance', 'nachrichten', 'zib', 'financetok', 'lernenmittiktok', 'zeitimbild', 'financetiktok', 'finanztok', 'klimabonus', 'teuerungsbonus', 'klimabonuskommt', 'klimabonus2023']",21833.0,"6,9259064783948E+018",AT,Wann kommt der Klimabonus 2023? Und wie hoch wird er sein? Die wichtigsten Infos. #zib #zeitimbild #klimabonus #klimabonus2023 #klimabonuskommt #teuerungsbonus #geld #finance #financetiktok #financetok #finanztok #news #nachrichten #lernenmittiktok #fy ,467545,557,2023-06-09 15:37:05,"7,24271076616649E+018",4487,zeitimbild,,"Wie viel klimabonusgeld bekommt ihr dieses Jahr? Hier die wichtigsten Infos, der klimabonus ist 2.023 niedriger als letztes Jahr und nicht jeder bekommt gleich viel. Die Höhe der Einmalzahlung hängt jetzt nämlich davon AB, wo genau man wohnt. Je nachdem, wie gut man etwa an öffentliche Verkehrsmittel angebunden ist, gibt es dieses mal zwischen 110 und 220 Euro. Welchen genauen Betrag ihr bekommt erfahrt ihr auf dieser Website. Dafür muss man dort nur seine Postleitzahl eingeben. Die Auszahlung erfolgt eigentlich gleich wie letztes Jahr, also entweder direkt aufs Konto oder man bekommt Gutscheine per Post. Wichtig ist, für Kinder und Jugendliche gibt's die Hälfte der klimabonus Summe, also zwischen 55 und 110 Euro. Da geht das Geld dann meist wieder auf das Konto der Eltern. Die Auszahlung soll im September beginnen.",,ht_nachrichten,2023-06-09 15:37:05,4,6,32,Wien,82
"['prag', 'nachrichten', 'universität', 'derstandard', 'lernenmittiktok']",2348.0,"6,89577465297974E+018",AT,"Bei einem Schusswaffenangriff an der Karls-Universität in Prag sind mehr als 15 Menschen getötet worden. Mindestens 24 weitere Menschen wurden laut Polizei verletzt; der Schütze sei ""ausgeschaltet"" worden. #derstandard #lernenmittiktok #nachrichten #prag #universität ",789,238,2023-12-21 19:15:10,"7,31512862722438E+018",1,derstandard,,"1 bewaffneter Student tötete mindestens 15 Menschen in Prag. der Schütze, der am Donnerstagnachmittag an der philosophischen Fakultät der Prager Karls Universität 1 Blutbad angerichtet haben soll, ist tot. das bestätigte am frühen Abend der tschechische Innenminister. es gebe keine Indizien für 1 terroristisches Motiv behördenangaben handelte sich bei dem mutmaßlichen Täter um einen 24 jährigen Studenten der Fakultät. er habe mehrere Waffen legal besessen und sei bei den Behörden bisher 1 unbeschriebenes Blatt gewesen. allerdings habe die Polizei seit dem Nachmittag nach ihm gesucht, nachdem heute in seinem Heimatort sein Vater tot aufgefunden worden war.",,ht_nachrichten,2023-12-21 19:15:10,3,12,33,Salzburg,35
"['austria', 'youth', 'foryou', 'news', 'fyp', 'hose', 'slang', 'voting', 'hosen', 'brakka', 'nachrichten', 'zib', 'abstimmung', '2023', 'österreich', 'lernenmittiktok', 'zeitimbild', 'tarekleitner', 'nachhrichten', 'jugenwort', 'zibtok', 'jugendwort2023', 'oewort', 'normalebrakka', 'skinnybrakka']",203132.0,"7,30985602484283E+018",AT,Voting vorbei: Das Österreichische Jugendwort 2023 ist da #zeitimbild #zib #zibtok #nachrichten #news #brakka #jugendwort2023 #jugenwort #youth #slang #2023 #tarekleitner #nachhrichten #news #oewort #österreich #austria #hosen #hose #normalebrakka #skinnybrakka #lernenmittiktok #foryou #fyp #voting #abstimmung,13131,17299,2023-12-07 14:14:45,"7,30985600844309E+018",374,zeitimbild,,"Die Wahl zum österreichischen Jugendwort des Jahres 2023 ist geschlagen und herausgekommen ist bracker. Das steht meistens für Hose und entstammt einem TikTok Video. Man kann zum Beispiel sagen, ich trage am liebsten normale bracker oder heute trage ich blaue bracker. Skinny braker mag ich nicht so gern.",,ht_nachrichten,2023-12-07 14:14:45,3,12,34,Graz,"62,21"
"['x', 'genie', 'mma', 'twitter', 'news', 'musk', 'meta', 'wahnsinn', 'threads', 'markzuckerberg', 'nachrichten', 'wirtschaft', 'zuckerberg', 'elonmusk', 'reichstermenschderwelt', 'muskvszuckerberg']",179.0,"7,26241182266029E+018",AT,"Elon Musk ist der reichste Mensch der Welt. Jetzt hat er nicht nur Twitter umbenannt, sondern auch Ärger mit den Nachbar:innen. Caroline Bartos erklärt, mit welchen Ideen Elon Musk immer wieder polarisiert. Mehr dazu im Artikel - Link in der Bio. #elonmusk #musk #twitter #x #genie #wahnsinn #zuckerberg #meta #mma #muskvszuckerberg #reichstermenschderwelt #news #nachrichten #wirtschaft #threads #markzuckerberg ",5964,13,2023-08-01 17:47:03,"7,26241180563122E+018",0,kurier.at,,Elon Musk hat den Vogel abgeschossen und zwar im wahrsten Sinne des Wortes denn der Multimilliardär der um 44 Milliarden Dollar Twitter gekauft hat versucht jetzt X als neuen Namen durchzusetzen dafür hat er sogar die Nachbarinnen der Firmenzentrale mit einem grell blinkenden X das übrigens illegal montiert wurde geärgert das X als Logo musste mittlerweile wieder abmontiert werden trotzdem wahr und ist Mask mit Unternehmen wie SpaceX Tesla und Paypal unglaublich erfolgreich aber hat er sich jetzt mit Twitter vielleicht doch zu viel vorgenommen soll laut Mask nämlich die App für alles werden den Kampf mit der Konkurrenz Matter dazu gehören Facebook Instagram WhatsApp und neuerdings auch Freds Voldemort persönlich austragen Aus dem geplanten MMA Käfig Kampf gegen mettechef Mark sockeberg wird jetzt aber wohl doch nichts Maske ist dafür bekannt dass er gern die Grenzen des Machbaren ausreißt so viele etwa 1 hochgeschwindigkeitsverkehrssystem bauen mit dem man sich nahezu in Schallgeschwindigkeit bewegt 1 Auto entwickeln das sowohl auf der Straße als auch unter Wasser fahren kann und er will den Weltraumtourismus möglich machen was meint ihr ist Elon Musk 1 unglaubliches Genie oder vielleicht doch komplett crazy,,ht_nachrichten,2023-08-01 17:47:03,1,8,35,Wien,"98,20,16"
"['taliban', 'afghanistan', 'nachrichten', 'genderapartheid']",328.0,"7,23599752324717E+018",DE,Die Situation von Mädchen und Frauen in #Afghanistan verschlechtert sich. #nachrichten #genderapartheid #taliban ,3021,13,2023-05-22 13:26:21,"7,23599753859407E+018",5,zeit,,"Die suizidraten bei Mädchen und Frauen in Afghanistan sind angestiegen. Das berichten unabhängige un menschenrechtsexperten. Mädchen und Frauen erleben unter der Herrschaft der Taliban immer mehr Gewalt. Sie werden oft schon als Kind und gegen ihren Willen verheiratet. Sie dürfen nur bis zur 6. Klasse zur Schule gehen und dürfen keinen Beruf ausüben. Die un bezeichnet das als Gender Apartheid, also eine Trennung der rechte nach Geschlecht. Die un appelliert nun an die Weltgemeinschaft, sich gezielt gegen das Regime in Afghanistan zu wenden.",,ht_nachrichten,2023-05-22 13:26:21,0,5,36,Hamburg,67
"['china', 'gaming', 'news', 'esports', 'srf', 'srfnews']",159.0,"7,28498506386598E+018",CH,"Würdest du E-Sports studieren wollen? E-Sports boomen, besonders in China. Kein Wunder, kann man das dort sogar studieren. Eine halbe Stunde Sport pro Tag, zwei Stunden normaler Unterricht und sechs Stunden gamen, dazu «Training» in praktisch jeder freien Minute: So hoffen zahlreiche Schüler (und ganz wenige Schülerinnen), dereinst Profigamer zu werden und viel Geld zu verdienen. Doch zuerst müssen die Eltern investieren: Die E-Sports-Schule kostet pro Jahr 6000 Franken. #gaming #esports #china #srfnews #srf #news",22,2,2023-10-01 13:42:35,"7,2849850100991E+018",0,srfnews,,,,ht_news,2023-10-01 13:42:35,6,10,37,Zürich,"86,13"
"['gesundheit', 'nachrichten', 'lauterbach', 'organspende', 'rtlaktuell']",47.0,"7,19191801751187E+018",DE,Deutschland diskutiert wieder über die #Organspende. #Lauterbach hat die Widerspruchslösung vorgeschlagen. #Nachrichten #Gesundheit #RTLAktuell,2177,8,2023-01-23 18:35:00,"7,19072287395739E+018",2,rtlaktuell,,,,ht_nachrichten,2023-01-23 18:35:00,0,1,38,Leipzig,"77,33,2"
"['ahs', 'schule', 'matura', 'nachrichten', 'derstandard', 'lernenmittiktok', 'matura2023', 'chatgpt']",811.0,"6,8174349992691E+018",AT,"Die Texte in Deutsch wurden von einem Team von Lehrerkräften bewertet, die Antworten in Mathe und Englisch von der Schülervertretung selbst – die Lösungen werden jährlich im Anschluss an die Matura veröffentlicht. #derstandard #lernenmittiktok #nachrichten #matura #schule #matura2023 #ahs #chatgpt ",13532,15,2023-03-16 10:23:28,"7,21108774533736E+018",46,derstandard,,,,ht_nachrichten,2023-03-16 10:23:28,3,3,39,Wien,"79,23"
"['pilot', 'feuerwehr', 'genderreveal', 'flugzeug', 'unfall', 'schwanger', 'nachrichten', 'genderrevealparty', 'derstandard', 'lernenmittiktok']",865.0,"6,97447887709999E+018",AT,2021 kam es ebenfalls zu einer Tragödie durch eine Gender Reveal Party. Ein Paar zündete in Kalifornien eine Rauchbombe und löste dadurch einen Waldbrand aus. Ein Feuerwehrmann kam ums Leben. #derstandard #lernenmittiktok #nachrichten #genderreveal #genderrevealparty #unfall #pilot #flugzeug #schwanger #feuerwehr ,210,37,2023-09-05 11:26:09,"7,27530164178235E+018",0,derstandard,,,,ht_nachrichten,2023-09-05 11:26:09,1,9,40,Innsbruck,"61,72,97"
"['news', 'schweiz', 'schaffhausen', 'srfnews', 'stimmpflicht']",746.0,"7,29012984367208E+018",CH,"Wie stehst du zu einer Stimmpflicht? Als einziger Kanton der Schweiz hat Schaffhausen eine 
 Stimmpflicht. Trotz Vorteilen ist die Pflicht umstritten. Wer diese aber nicht wahrnimmt, bezahlt sechs 
 Franken Busse pro verpasstem Urnengang. In Schaffhausen gehen mehr Stimmberechtigte an die Urne als im Rest der Schweiz. Bei den letzten Wahlen 2019 waren es 60 Prozent. Zum Vergleich: Der 
 schweizerische Durchschnitt lag bei lediglich 45,1 Prozent. 
 #stimmpflicht #schaffhausen #schweiz #srfnews #news ",34,43,2023-10-15 10:27:07,"7,29012982405043E+018",0,srfnews,,,,ht_news,2023-10-15 10:27:07,6,10,41,Zürich,"58,63,2,88,47"
"['news', 'watson', 'studie', 'schweiz', 'lesen', 'leseschwäche', 'watsonnews']",121.0,"7,28240493980294E+018",CH,"Laut der ALL-Studie des Bundesamts für Statistik sind in der Schweiz rund 800.000 Erwachsene zwischen 16 und 65 Jahren von einer Lesebeeinträchtigung betroffen. Die Ursachen hierfür finden sich sowohl in gesellschaftlichen Entwicklungen als auch in den individuellen Lebensverläufen der Betroffenen. Die Konsequenzen des Illettrismus sind vielseitig und wirken sich nicht nur auf Einzelpersonen aus, sondern haben auch Auswirkungen auf deren soziales Umfeld und die gesamte Gesellschaft. Hast du es gewusst? #watson #news #watsonnews #schweiz #lesen #leseschwäche #studie ",25,1,2023-09-24 14:50:29,"7,2824049160842E+018",0,watson_news,,,,ht_news,2023-09-24 14:50:29,6,9,42,Bern,77
"['france', 'paris', 'viral', 'news', 'fy', 'fyp', 'goodtoknow', 'schule', 'fyy', 'frankreich', 'nachrichten', 'insekten', 'bildung', 'gutzuwissen', 'schulebelike', 'learnontiktok', 'fypシ', 'learnwithtiktok', 'bettwanze', 'lernenmittiktok', 'lernenmachtspaß', 'insektenschutz', 'bettwanzen', 'bettwanzenspürhund', 'bettwanzenjäger', 'faznews', 'insektenbefall', 'bettwanzenspray', 'bettwanzenkönig', 'bettwanzenbefall', 'bettwanzenbekämpfung', 'bettwanzenplage', 'bettwanzenparis', 'bettwanzeparis']",280.0,"7,29873702142493E+018",DE,Bettwanzen-Alarm in Deutschland! 😱 #bettwanzen #bettwanze #bettwanzenkönig #bettwanzenjäger #bettwanzenspürhund #bettwanzenbefall #bettwanzenplage #bettwanzenspray #bettwanzenbekämpfung #bettwanzeparis #bettwanzenparis #frankreich #france #paris #insekten #insektenbefall #insektenschutz #faznews #news #nachrichten #goodtoknow #gutzuwissen #learnontiktok #learnwithtiktok #lernenmittiktok #lernenmachtspaß #bildung #schule #schulebelike #fy #fyy #fyp #fypシ #viral,22,18,2023-11-07 20:40:00,"7,29873698271123E+018",0,faz,,"Bettwanzen halten Paris in Atem und breiten sich auch in Deutschland Aus. Das musst du jetzt wissen. Bettwanzen sind Insekten, die Blut trinken. Durchs reisen schleppen wir sie in unsere Wohnung 1. Dort kriechen sie in Fußleisten hinter Bilder und Schränke, beißen uns im Schlaf und können wochenlang ohne Blut überleben. Viele finden sie eklig, ihre Bisse jucken. Ansonsten sind Bettwanzen für den Menschen aber ungefährlich. Panik ist also nich angebracht. Ihre Bekämpfung wird aber immer schwieriger, weil die Wanzen ziemlich resistent sind. Expertenraten daher, sich bei einem Befall professionelle Hilfe zu suchen. Allerdings kostet die Bekämpfung dann schnell mehr als 1.000 Euro. Im Urlaub solltest du das Hotelzimmer, vor allem Bett und Matratze genau anschauen und nach Kot absuchen stell dein Gepäck verschlossen und weit entfernt vom Bett AB. Vermutest du einen Befall, dann pack deine Klamotten zu Hause in der Badewanne Aus. So erkennst du die Biester schneller. Befallene Kleidung sollte Lange mit viel Waschmittel und bei mindestens 55 grad gewaschen werden. Übrigens, wohnst du zu Miete, dann musst du den Befall schnell deinem Vermieter melden, denn der zahlt in der Regel auch die Beseitigung.",,ht_nachrichten,2023-11-07 20:40:00,1,11,43,München,57
"['ki', 'snapchat', 'news', 'chat', 'myai', 'chatbot', 'künstlicheintelligenz', 'rtlaktuell']",292.0,"7,23899299107837E+018",DE,Der neue #Chatbot #MyAI bei #Snapchat regt gerade richtig viele Leute auf. #KünstlicheIntelligenz #KI #Chat #News #RTLAktuell ,7396,15,2023-05-30 15:10:11,"7,23899301894931E+018",2,rtlaktuell,,"Ey, was soll das eigentlich mit diesem Chat Bot bei Snapchat? Den gibt's jetzt seit etwa einem Monat, heißt my ey und soll 1 täglicher Begleiter sein. Und vor dem sind jetzt viele richtig genervt oder gruseln sich sogar vor der KI. Echt warum? Erstmal checken viele nich was das überhaupt soll. Man ist ja auf Snapchat um mit Menschen zu chatten anstatt mit einer KI. Außerdem ist der Bot immer oben in den Chats angepinnt und kann auch nur schwierig entfernt werden. Auch nervig. Aber es kommt noch krasser, my Air I weiß zum Teil den Standort der Nutzerinnen und erkennt was auf den Fotos ist, die ihm geschickt werden. Außerdem hat 1 Journalist vom walsui Jennifer sich mal als Fünfzehnjährige ausgegeben und den Bot gefragt, wie er den Geruch von Alkohol und Gras überdecken kann. Dafür hat dieser dann einfach so Tipps gegeben. Wegen diesen ganzen Sachen sind jetzt viele richtig genervt und wollen sogar die App löschen. Wie sieht's bei euch Aus? Habt ihr den Bot schon mal benutzt und nervt er euch auch so? Berichtet uns mal in den Kommentaren.",,ht_news,2023-05-30 15:10:11,1,5,44,Frankfurt,"57,26,53,72"
"['taylorswift', 'konzert', 'nachrichten', 'rtlaktuell']",717.0,"7,25482969938856E+018",DE,"Um beim #TaylorSwift #Konzert dabei zu sein, müssen die Fans gerade einiges auf sich nehmen - und das könnte in Zukunft immer öfter passieren. #Nachrichten #RTLAktuell ",15682,73,2023-07-12 07:24:57,"7,25482976443381E+018",42,rtlaktuell,,sucht ihr grade auch irgendwie an Taylor Swift Tickets zu kommen warum das so schwierig is und worauf ihr euch auch bei anderen Konzerten einstellen müsst fad jetz mal eben Tickets fürs Konzert kaufen so einfach ist das nich mehr für Taylor Swift mussten sich die Fans für einen Vorverkauf vorab registrieren das heißt aber nicht dass man automatisch beim Vorverkauf dabei is nur 1 ausgewählter Teil der Fans erhält Zugang der Rest steht auf der Warteliste das sorgt bei vielen Fans für Frust aber nicht nur das sie müssen für die Tickets auch immer tiefer in die Tasche greifen dein Konzert Tickets sind in letzter Zeit richtig teuer geworden außerdem werden nicht Allen immer die gleichen Preise für die Tickets angezeigt die können sich nämlich je nach Nachfrage unterscheiden nach dem Prinzip verkauft Ticket Master in den USA schon viele Konzert Tickets die Preise bei Taylor Swift für die gleichen Plätze schwanken zwischen 100 und 300 Dollar dieses System könnte sich immer weiterverbreiten auch hier nach Deutschland was haltet ihr von dem System seid ihr auch schon genervt schreibt eure Meinung mal in die Kommentare,,ht_nachrichten,2023-07-12 07:24:57,2,7,45,München,5
"['muslim', 'prayer', 'pray', 'ramadan', 'news', 'fy', 'religion', 'islam', 'gebet', 'beten', 'nachrichten', 'lernenmittiktok']",45843.0,"7,21920437179858E+018",AT,Überraschungsgast: Beim Gebet springt eine Katze auf den algerischen Imam Walid Mehsas #islam #muslim #ramadan #religion #pray #prayer #gebet #beten #news #nachrichten #lernenmittiktok #fy ,522570,2310,2023-04-07 07:20:05,"7,2192043252292E+018",3028,zeitimbild,,,,ht_nachrichten,2023-04-07 07:20:05,4,4,46,Graz,"90,27,77"
"['news', 'icehockey', 'schweiz', 'ubs', 'bluenews', 'em24', 'creditsuisse', 'wochenbriefing']",675.0,"7,21267282798933E+018",CH,"Banken, die Banken aufkaufen und weitere Ereignisse.🏦 #wochenbriefing #creditsuisse #ubs #icehockey #schweiz #em24 #bluenews #news ",207366,13,2023-03-20 16:54:18,"7,21267281554652E+018",58,bluenews.ch,,,,ht_news,2023-03-20 16:54:18,0,3,47,Bern,"63,35,4,38,100"
